brand,model,price,fuel_type,color
maruti suzuki,s-presso vxi plus,425000,petrol,silver
toyota,innova 2.4 zx 7 str [2016-2020],2190000,diesel,maroon
lexus,es 300h exquisite [2020-2021],4800000,hybrid,blue
maruti suzuki,swift dzire lxi (o),421000,petrol,grey
hyundai,i20 active 1.2 sx,560000,petrol,red
audi,q3 35 tdi quattro technology,3250000,diesel,white
mahindra,scorpio s10,875000,diesel,red
maruti suzuki,ciaz alpha 1.4 mt,899000,petrol,grey
renault,duster 85 ps rxl,425000,diesel,black
maruti suzuki,s-presso vxi (o),425000,petrol,grey
mini,countryman cooper s jcw inspired,3875000,petrol,green
honda,city 1.5 s mt,500000,petrol,brown
toyota,fortuner 3.0 4x2 mt,1225000,diesel,white
toyota,innova 2.7 zx at 7 str,1789999,petrol,maroon
hyundai,eon 1.0 kappa magna + [2014-2016],240000,petrol,white
honda,amaze 1.5 vx i-dtec,935000,diesel,white
maruti suzuki,baleno alpha automatic,775000,petrol,red
mahindra,scorpio s4 1.99 [2016-2017],950000,diesel,white
hyundai,grand i10 magna at 1.2 kappa vtvt,549000,petrol,white
maruti suzuki,eeco 5 str with a/c+htr cng [2017-2019],645000,cng,grey
mercedes-benz,c-class c 220d progressive [2018-2019],3400000,diesel,white
hyundai,elite i20 sportz 1.2 [2016-2017],645000,petrol,grey
bmw,5-series 520d m sport,2600000,diesel,white
audi,a4 2.0 tdi (177bhp) premium,1375000,diesel,white
honda,city v cvt petrol [2017-2019],1340000,petrol,black
maruti suzuki,swift zxi plus [2018-2019],840000,petrol,white
maruti suzuki,swift dzire vxi,525000,petrol,grey
maruti suzuki,eeco 7 str std (o),625000,petrol,grey
hyundai,eon sportz,215000,petrol,grey
hyundai,grand i10 sportz (o) 1.2 kappa vtvt [2017-2018],595000,petrol,silver
audi,a4 premium plus 40 tfsi,4150000,petrol,white
maruti suzuki,swift vdi,750000,diesel,blue
ford,ecosport titanium 1.5 ti-vct,550000,petrol,black
renault,duster 110 ps rxz 4x2 mt diesel,450000,diesel,white
jaguar,xe prestige diesel,2700000,diesel,red
mercedes-benz,gle 350 d,6150000,diesel,black
volkswagen,polo comfortline 1.2l (p),565000,petrol,grey
maruti suzuki,alto vxi [2014-2019],369000,petrol,grey
toyota,yaris v cvt,1090000,petrol,red
honda,wr-v vx mt petrol,580000,petrol,white
bmw,x1 sdrive20d xline,2199000,diesel,black
mahindra,scorpio s11 2wd 7 str,1251000,diesel,black
honda,amaze 1.2 sx i-vtec,540000,petrol,maroon
maruti suzuki,xl6 zeta mt petrol,1245000,petrol,white
bmw,3-series 330i m sport edition,4749000,petrol,white
hyundai,grand i10 sports edition 1.2l kappa vtvt,365000,petrol,white
bmw,2 series gran coupe 220d m sport [2020-2021],4300000,diesel,blue
maruti suzuki,vitara brezza vdi,825000,diesel,white
volkswagen,polo gt tdi,325000,diesel,white
tata,tiago revotron xm (o) [2016-2019],400000,petrol,black
land rover,evoque hse dynamic,3600000,diesel,blue
mahindra,scorpio lx bs-iv,671000,diesel,white
mercedes-benz,glc 220 d progressive,3400000,diesel,blue
volkswagen,vento highline plus 1.2 (p) at 16 alloy,775000,petrol,white
mercedes-benz,m-class 350 cdi,2150000,diesel,grey
mini,cooper d 5 door,3590000,diesel,blue
toyota,corolla altis 1.8 g,375000,petrol,silver
hyundai,verna fluidic 1.6 vtvt sx at,645000,petrol,silver
toyota,vellfire hybrid,11500000,hybrid,black
maruti suzuki,celerio zxi,509999,petrol,white
hyundai,elantra 1.8 sx at,545000,petrol,silver
honda,city v,835000,petrol,brown
renault,duster 85 ps rxs 4x2 mt diesel,960000,diesel,brown
maruti suzuki,celerio vxi [2019-2020],540000,petrol,white
kia,seltos htk plus 1.5 imt,1475000,petrol,white
jaguar,xj 3.0 v6 portfolio,3600000,diesel,brown
hyundai,verna 1.6 crdi sx (o),1175000,diesel,white
hyundai,verna fluidic 1.6 vtvt sx opt at,475000,petrol,blue
audi,q8 celebration,9900000,petrol,silver
maruti suzuki,swift lxi,650000,petrol,white
bmw,x4 xdrive30d m sport x [2019-2020],6100000,diesel,red
hyundai,i10 sportz 1.2 at kappa2,370000,petrol,white
honda,city vx (o) mt bl,875000,petrol,silver
maruti suzuki,dzire vdi amt,695000,diesel,red
tata,harrier xza plus,2275000,diesel,black
jeep,compass model s (o) 1.4 petrol dct,2700000,petrol,blue
hyundai,verna fluidic 1.6 crdi sx,545000,diesel,grey
skoda,rapid style 1.6 mpi at,1099000,petrol,red
hyundai,verna 1.6 crdi sx,1125000,diesel,white
hyundai,creta 1.6 sx plus at petrol,1299000,petrol,white
bmw,x6 xdrive40i m sport,10800000,petrol,red
maruti suzuki,xl6 alpha at petrol,1190000,petrol,blue
tata,tigor xza plus,795000,petrol,brown
hyundai,verna fluidic 1.6 crdi sx,459999,diesel,white
audi,a6 35 tdi matrix,3400000,diesel,red
hyundai,creta e plus 1.6 petrol,1050000,petrol,white
hyundai,i20 magna 1.2,385000,petrol,maroon
honda,city s diesel,585000,diesel,grey
audi,a3 35 tdi premium + sunroof,1650000,diesel,white
maruti suzuki,swift vxi [2014-2017],625000,petrol,blue
maruti suzuki,ciaz alpha hybrid 1.5 [2018-2020],910000,petrol,blue
mahindra,xuv500 w11,1275000,diesel,white
hyundai,elite i20 magna 1.2 [2016-2017],585000,petrol,grey
mahindra,thar crde 4x4 non ac,1035000,diesel,green
hyundai,elite i20 asta 1.2 ivt,1075000,petrol,white
hyundai,creta sx 1.5 diesel [2020-2022],1650000,diesel,white
audi,a4 2.0 tdi (143bhp),1575000,diesel,red
bmw,x3 xdrive20d,1950000,diesel,white
bmw,5-series 520d luxury line [2017-2019],6390000,diesel,grey
hyundai,creta 1.4 s plus,1080000,diesel,white
audi,q7 45 tdi premium plus,5500000,diesel,white
hyundai,venue sx (o) 1.5 crdi,1080000,diesel,blue
mahindra,xuv500 w6,800000,diesel,grey
datsun,go plus t,335000,petrol,brown
hyundai,venue sx 1.0 turbo imt,1185000,petrol,white
hyundai,elite i20 sportz 1.2 ivt,894999,petrol,white
honda,amaze 1.2 s cvt petrol [2018-2020],650000,petrol,white
maruti suzuki,baleno delta 1.3,550000,diesel,blue
audi,q3 35 tdi premium + sunroof,1650000,diesel,white
skoda,kushaq style 1.0l tsi mt,1600000,petrol,red
hyundai,verna 1.6 vtvt sx (o),1175000,petrol,black
mitsubishi,pajero select plus at,1995000,diesel,silver
hyundai,elite i20 sportz 1.4 crdi [2016-2017],575000,diesel,silver
mg,hector sharp 2.0 diesel turbo mt,1975000,diesel,red
hyundai,creta sx (o) 1.5 diesel [2020-2022],1625000,diesel,white
maruti suzuki,swift vxi [2014-2017],695000,petrol,blue
toyota,yaris j cvt [2018-2020],875000,petrol,red
skoda,octavia 1.8 tsi style plus at [2017],1495000,petrol,grey
maruti suzuki,swift zxi amt [2018-2019],725000,petrol,white
hyundai,creta e plus 1.6 petrol,875000,petrol,silver
ford,endeavour trend 2.2 4x2 at,2350000,diesel,white
bmw,3-series 320d prestige,2690000,diesel,blue
maruti suzuki,ciaz vdi+ shvs,695000,diesel,grey
honda,city v,600000,petrol,others
maruti suzuki,wagon r lxi cng,375000,cng,silver
hyundai,i10 sportz 1.2 kappa2,315000,petrol,white
ford,ecosport trend 1.5 ti-vct,775000,petrol,white
audi,a6 35 tdi matrix,3075000,diesel,white
renault,duster 110 ps rxz diesel,415000,diesel,white
maruti suzuki,ertiga zdi + shvs,765000,diesel,grey
maruti suzuki,swift vxi [2014-2017],520000,petrol,grey
jaguar,xj 3.0 v6 portfolio,3900000,diesel,black
hyundai,creta 1.6 sx,850000,diesel,red
maruti suzuki,ertiga vdi shvs,969999,diesel,blue
maruti suzuki,baleno delta 1.3,575000,diesel,blue
ford,endeavour sport 2.0 4x4 at,3900000,diesel,white
bmw,3-series 320d luxury line,1395000,diesel,black
skoda,kushaq style 1.0l tsi at,1625000,petrol,silver
kia,sonet gtx plus 1.5 at [2020-2021],1499000,diesel,red
volkswagen,tiguan highline tdi,2050000,diesel,white
skoda,octavia 1.8 tsi style plus at [2017],1300000,petrol,grey
skoda,superb l&k tdi at,3199000,diesel,grey
maruti suzuki,swift lxi,450000,petrol,grey
honda,mobilio rs diesel,675000,diesel,white
maruti suzuki,alto 800 lxi,280000,petrol,silver
maruti suzuki,wagon r lxi abs,425000,petrol,grey
rolls-royce,ghost extended wheelbase,20000000,petrol,blue
mercedes-benz,c-class 220 blueefficiency,1250000,diesel,white
hyundai,santa fe 2wd at [2014-2017],1175000,diesel,white
hyundai,santro sportz cng [2018-2020],545000,cng,silver
mercedes-benz,c-class 220 cdi elegance at,495000,diesel,grey
maruti suzuki,swift dzire vxi,500000,petrol,white
maruti suzuki,celerio vxi amt,390000,petrol,white
maruti suzuki,wagon r lxi 1.0 cng [2019-2020],575000,cng,grey
hyundai,i10 magna 1.2 kappa2,250000,petrol,white
maruti suzuki,dzire vxi,685000,petrol,blue
renault,kwid rxt [2015-2019],320000,petrol,silver
maruti suzuki,s-cross delta 1.6,620000,diesel,white
maruti suzuki,swift vxi [2014-2017],600000,petrol,white
jeep,compass longitude (o) 1.4 petrol at [2019-2020],1750000,petrol,silver
land rover,discovery sport se,4950000,diesel,white
hyundai,creta 1.6 sx plus at,1015000,diesel,white
toyota,corolla altis 1.8 g,390000,petrol,white
maruti suzuki,ciaz delta 1.4 mt,755000,petrol,white
hyundai,creta sx (o) 1.4 turbo 7 dct dual tone [2022-2022],1825000,petrol,white
maruti suzuki,celerio vxi amt,416000,petrol,grey
maruti suzuki,swift dzire zdi bs-iv,325000,diesel,white
maruti suzuki,wagon r lxi minor,218000,petrol,gold
maruti suzuki,ciaz vdi (o) shvs,650000,diesel,white
honda,wr-v s mt diesel,790000,diesel,silver
honda,city sv diesel,540000,diesel,red
maruti suzuki,swift vdi,375000,diesel,silver
bmw,x1 sdrive20i xline,3990000,petrol,white
porsche,718 boxster,10900000,petrol,grey
maruti suzuki,swift dzire vxi,245000,petrol,gold
maruti suzuki,celerio lxi,260000,petrol,blue
ford,figo duratorq diesel titanium 1.4,240000,diesel,white
hyundai,creta 1.6 sx plus special edition,800000,diesel,silver
honda,city v,745000,petrol,silver
mercedes-benz,e-class e 220d exclusive [2019-2019],7390000,diesel,grey
honda,amaze 1.2 s mt petrol [2018-2020],675000,petrol,white
bmw,x1 sdrive20d xline,2650000,diesel,blue
maruti suzuki,alto 800 lxi,340000,petrol,grey
maruti suzuki,baleno alpha 1.2,620000,petrol,red
maruti suzuki,sx4 zdi,297000,diesel,white
toyota,etios liva gd,500000,diesel,grey
hyundai,verna sx plus 1.6 vtvt at,1149000,petrol,black
mercedes-benz,c-class c 220 cdi avantgarde,2650000,diesel,brown
toyota,fortuner 3.0 4x2 mt,1375000,diesel,white
hyundai,i10 magna,235000,petrol,grey
toyota,fortuner 2.8 4x2 at [2016-2020],3090000,diesel,white
lexus,es 300h,4375000,petrol,brown
maruti suzuki,s-cross alpha 1.6,749000,diesel,grey
mahindra,tuv300 t10,785000,diesel,white
hyundai,i20 active 1.4 s,750000,diesel,maroon
mercedes-benz,c-class c 220d progressive [2018-2019],4150000,diesel,blue
maruti suzuki,alto vxi,320000,petrol,white
mercedes-benz,gla 200 cdi style,1750000,diesel,white
mahindra,tuv300 t10,944999,diesel,white
land rover,range rover 3.0 v6 diesel vogue lwb,27500000,diesel,white
ford,endeavour sport 2.0 4x4 at,4100000,diesel,white
mg,hector sharp 1.5 dct petrol dual tone,1750000,petrol,black
maruti suzuki,ertiga vdi 1.3 diesel,811000,diesel,white
land rover,discovery sport hse luxury 7-seater,6900000,diesel,white
hyundai,verna 1.6 crdi sx,725000,diesel,white
jaguar,xf portfolio diesel,4600000,diesel,blue
land rover,range rover 3.0 v6 diesel vogue,19300000,diesel,black
hyundai,grand i10 asta at 1.2 kappa vtvt (o) [2016-2017],650000,petrol,silver
mg,hector plus smart 1.5 dct petrol,1925000,petrol,silver
honda,city sv cvt,590000,petrol,white
hyundai,santro sportz cng [2018-2020],495000,cng,silver
maruti suzuki,baleno zeta 1.3,695000,diesel,red
hyundai,verna 1.6 crdi sx,799000,diesel,grey
volkswagen,polo highline1.2l (p),325000,petrol,red
mahindra,scorpio s5 2wd 7 str,1190000,diesel,white
jaguar,xj 3.0 portfolio,5800000,diesel,white
maruti suzuki,baleno zeta 1.2,750000,petrol,white
mercedes-benz,m-class ml 350 cdi,2600000,diesel,white
maruti suzuki,alto 800 lx cng,299000,cng,silver
toyota,fortuner 2.8 4x4 at [2016-2020],3470000,diesel,silver
hyundai,venue sx plus 1.0 turbo dct,1075000,petrol,blue
hyundai,grand i10 magna at 1.2 kappa vtvt,650000,petrol,silver
honda,amaze 1.2 s i-vtec,425000,petrol,white
nissan,terrano xl d plus,445000,diesel,white
maruti suzuki,xl6 zeta mt petrol,1225000,petrol,grey
audi,a3 35 tdi premium + sunroof,1350000,diesel,black
mercedes-benz,c-class 220 blueefficiency,1450000,diesel,white
toyota,fortuner 2.8 4x4 at [2016-2020],2749000,diesel,white
hyundai,santro gls,141000,petrol,silver
hyundai,creta 1.6 s plus at,1375000,diesel,white
toyota,innova 2.4 g 7 str [2016-2017],1825000,diesel,white
audi,a8 3.0 tdi quattro,4900000,diesel,blue
honda,jazz v diesel,525000,diesel,silver
audi,q7 3.0 tdi quattro premium,3300000,diesel,brown
hyundai,eon magna +,405000,petrol,red
audi,q3 35 tdi quattro premium plus,2550000,diesel,blue
honda,city sv,875000,petrol,bronze
maruti suzuki,swift vxi,355000,petrol,white
ford,ecosport titanium 1.5l tdci,925000,diesel,white
land rover,evoque se dynamic,6500000,diesel,white
hyundai,elite i20 magna 1.2 [2016-2017],625000,petrol,white
datsun,redigo t(o) 1.0,425000,petrol,red
hyundai,grand i10 magna 1.2 kappa vtvt [2016-2017],550000,petrol,silver
volkswagen,vento comfortline diesel,434999,diesel,grey
mercedes-benz,gle 350 d,5900000,diesel,white
mercedes-benz,glc 220 d progressive,3500000,diesel,white
hyundai,creta sx (o) 1.4 turbo 7 dct dual tone [2022-2022],1750000,petrol,white
hyundai,xcent s 1.2 (o),425000,petrol,black
ford,ecosport titanium + 1.5l tdci,675000,diesel,silver
maruti suzuki,vitara brezza ldi (o) [2016-2018],675000,diesel,grey
toyota,innova 2.4 zx 7 str [2016-2020],1725000,diesel,white
audi,a3 40 tfsi premium,1760000,petrol,white
maruti suzuki,vitara brezza zdi+ dual tone [2017-2018],730000,diesel,yellow
maruti suzuki,swift lxi,301000,petrol,others
maruti suzuki,wagon r lxi lpg,275000,lpg,white
ford,figo duratorq diesel zxi 1.4,225000,diesel,grey
maruti suzuki,alto 800 lxi,285000,petrol,white
volkswagen,vento highline diesel,350000,diesel,white
rolls-royce,ghost extended wheelbase,20000000,petrol,white
mercedes-benz,gls 400d 4matic,12900000,diesel,white
skoda,superb style tsi at,1650000,petrol,black
maruti suzuki,alto 800 lxi cng,265000,cng,white
tata,tiago revotron xe [2016-2019],395000,petrol,white
honda,jazz v petrol,500000,petrol,silver
mahindra,alturas g4 4wd at [2018-2020],2770000,diesel,black
mercedes-benz,m-class ml 250 cdi,2450000,diesel,white
audi,a4 1.8 tfsi multitronic premium plus,3125000,petrol,white
kia,carnival limousine plus 7 str,2950000,diesel,white
maruti suzuki,ertiga vdi shvs,620000,diesel,grey
mercedes-benz,gla 220 d activity edition,2250000,diesel,red
maruti suzuki,ciaz delta 1.4 mt,565000,petrol,brown
hyundai,grand i10 asta 1.2 kappa vtvt [2013-2016],550000,petrol,grey
mahindra,scorpio s5,1550000,diesel,white
maruti suzuki,vitara brezza ldi (o) [2016-2018],711000,diesel,red
tata,tigor revotron xm,375000,petrol,grey
bmw,x1 sdrive20d xline,4475000,diesel,orange
porsche,macan base [2019-2020],9100000,petrol,blue
maruti suzuki,alto vxi [2014-2019],245000,petrol,silver
honda,city v diesel,690000,diesel,brown
toyota,innova 2.5 g bs iv 8 str,944999,diesel,white
mercedes-benz,a-class a 180 sport petrol,1350000,petrol,white
maruti suzuki,vitara brezza zdi,850000,diesel,red
volkswagen,vento highline 1.0l tsi,1200000,petrol,grey
maruti suzuki,celerio vxi amt,329000,petrol,red
honda,civic 1.8v mt,300000,petrol,white
bmw,5-series 530d m sport [2013-2017],4900000,diesel,blue
hyundai,santro sportz cng [2018-2020],465000,cng,white
skoda,superb l&k tsi at,2350000,petrol,brown
hyundai,eon d-lite +,250000,petrol,white
mg,hector plus sharp 1.5 dct petrol,1950000,petrol,black
land rover,evoque hse,3800000,diesel,white
maruti suzuki,alto lxi cng [2014-2018],330000,cng,grey
hyundai,grand i10 asta 1.2 kappa vtvt [2013-2016],409999,petrol,silver
ford,figo titanium1.5 tdci,575000,diesel,white
hyundai,i10 magna 1.2 kappa2,270000,petrol,silver
mahindra,scorpio sle bs-iv,434999,diesel,white
maruti suzuki,swift dzire vxi,465000,petrol,white
bmw,x3 xdrive 20d luxury line [2018-2020],6800000,diesel,white
hyundai,i10 magna 1.2 kappa2,350000,petrol,red
hyundai,venue sx 1.0 turbo imt,900000,petrol,brown
maruti suzuki,swift lxi,595000,petrol,grey
hyundai,creta 1.6 sx plus at petrol,1260000,petrol,white
tata,zest xe 75 ps diesel,530000,diesel,white
maruti suzuki,ertiga vdi,599000,diesel,silver
mahindra,xuv500 w11 at,1595000,diesel,red
volvo,v40 d3 r-design,1798999,diesel,blue
maruti suzuki,baleno delta 1.2,636000,petrol,white
hyundai,creta e plus 1.4 crdi,950000,diesel,white
maruti suzuki,s-cross zeta 1.6,800000,diesel,blue
maruti suzuki,celerio x vxi amt [2017-2019],434000,petrol,white
hyundai,elite i20 sportz 1.4 crdi [2016-2017],625000,diesel,white
maruti suzuki,alto 800 lxi cng,245000,cng,silver
mercedes-benz,gla 200 sport,3100000,petrol,red
audi,a6 2.0 tdi premium,1490000,diesel,brown
bmw,5-series 530d m sport [2013-2017],6000000,diesel,blue
maruti suzuki,alto vxi [2014-2019],295000,petrol,white
maruti suzuki,eeco 7 str [2019-2020],450000,petrol,white
toyota,innova 2.4 vx 7 str [2016-2020],1989999,diesel,gold
lexus,es 300h,3900000,petrol,bronze
honda,city v diesel,635000,diesel,brown
tata,safari 2.2 ex 4x2,575000,diesel,white
maruti suzuki,s-cross alpha 1.6,590000,diesel,silver
honda,city vx,1199000,petrol,white
hyundai,i10 asta 1.2 at kappa2 with sunroof,380000,petrol,white
maruti suzuki,alto vxi amt [2014-2018],365000,petrol,red
audi,a4 1.8 tfsi multitronic premium plus,1000000,petrol,silver
mahindra,thar lx 4-str hard top diesel mt,1800000,diesel,grey
kia,seltos htk plus at 1.5 diesel [2020-2021],1275000,diesel,white
mercedes-benz,c-coupe 43 amg 4matic,7000000,petrol,white
mahindra,xuv500 w10 at 1.99,955000,diesel,black
mahindra,tuv300 t6 plus,630000,diesel,white
audi,q5 40 tdi premium plus,4475000,diesel,white
mahindra,thar lx 4-str hard top diesel at,1950000,diesel,black
hyundai,creta e plus 1.6 petrol,890000,petrol,grey
mercedes-benz,glc 220d 4matic progressive,6750000,diesel,blue
bmw,3-series 320d sport line,2275000,diesel,red
mahindra,thar lx 4-str convertible diesel at,1864999,diesel,blue
hyundai,i20 active 1.4 sx,540000,diesel,silver
bmw,x1 sdrive20d xline,3125000,diesel,blue
mercedes-benz,m-class ml 350 cdi,3200000,diesel,silver
mercedes-benz,gla 200 d sport,2750000,diesel,white
hyundai,verna fluidic 1.6 crdi sx,400000,diesel,grey
audi,q7 45 tdi technology pack,3750000,diesel,white
hyundai,creta 1.4 s,800000,diesel,grey
maruti suzuki,vitara brezza zdi,780000,diesel,others
maruti suzuki,estilo lxi bs-iv,220000,petrol,brown
bmw,x1 sdrive20d expedition,2385000,diesel,white
bmw,x1 sdrive20d xline,3400000,diesel,black
audi,a6 35 tfsi matrix,2850000,petrol,black
maruti suzuki,vitara brezza zdi,990000,diesel,white
honda,city 1.5 v at,325000,petrol,gold
honda,city 1.5 v at,325000,petrol,silver
skoda,rapid 1.5 tdi cr ambition plus at,549000,diesel,bronze
renault,pulse rxl abs diesel [2015-2017],340000,diesel,maroon
honda,amaze 1.5 e i-dtec,425000,diesel,silver
bmw,3-series 320d luxury line,1689999,diesel,white
toyota,innova 2.4 vx 8 str [2016-2020],2750000,diesel,white
maruti suzuki,swift vdi,515000,diesel,white
maruti suzuki,swift vxi [2014-2017],550000,petrol,white
nissan,terrano xl d thp 110 ps,550000,diesel,brown
tata,tiago revotron xza,555000,petrol,red
maruti suzuki,celerio zxi [2017-2019],391000,petrol,silver
maruti suzuki,ignis delta 1.2 amt,560000,petrol,silver
audi,q3 2.0 tdi quattro premium plus,1420000,diesel,black
volkswagen,polo highline plus 1.0l tsi,950000,petrol,white
maruti suzuki,baleno sigma 1.2,490000,petrol,white
hyundai,creta 1.6 sx,1044999,diesel,black
audi,q7 45 tdi technology pack,5200000,diesel,grey
hyundai,verna fluidic 1.6 vtvt sx opt at,1125000,petrol,white
mini,cooper d 5 door,1950000,diesel,red
maruti suzuki,swift dzire vxi,260000,petrol,beige
hyundai,i10 magna 1.2,165000,petrol,white
hyundai,xcent s 1.2,490000,petrol,white
maruti suzuki,alto vxi,185000,petrol,red
honda,city 1.5 v mt,375000,petrol,silver
mercedes-benz,c-class 220 blueefficiency,975000,diesel,white
maruti suzuki,swift vxi [2014-2017],450000,petrol,silver
maruti suzuki,swift dzire vdi,459999,diesel,silver
lexus,es 300h exquisite [2020-2021],5200000,hybrid,blue
hyundai,elite i20 sportz 1.2 mt,700000,petrol,white
volkswagen,polo highline plus 1.0l tsi,1025000,petrol,red
hyundai,grand i10 asta 1.2 kappa vtvt [2013-2016],380000,petrol,grey
skoda,octavia style 1.8 tsi at,819999,petrol,black
mercedes-benz,gla 200 sport,1691000,petrol,white
mercedes-benz,glc 220d 4matic progressive [2019-2021],5200000,diesel,blue
maruti suzuki,ciaz vdi shvs,725000,diesel,white
hyundai,grand i10 nios sportz 1.2 kappa vtvt cng,725000,cng,grey
maruti suzuki,alto lxi cng,155000,cng,white
honda,amaze 1.2 vx mt petrol [2018-2020],700000,petrol,white
hyundai,verna fluidic 1.6 crdi sx,235000,diesel,white
toyota,fortuner 3.0 4x4 mt,1975000,diesel,white
mahindra,xuv500 w8 awd,810000,diesel,white
kia,seltos htx plus 1.5 diesel [2020-2021],1350000,diesel,grey
mahindra,scorpio vlx 2wd airbag bs-iv,450000,diesel,white
hyundai,i10 magna 1.2 kappa2,250000,petrol,white
hyundai,elite i20 asta 1.4 crdi [2016-2017],819999,diesel,white
toyota,fortuner 2.8 4x4 at [2016-2020],2690000,diesel,grey
hyundai,creta sx 1.6 at crdi,1240000,diesel,grey
honda,city vx,790000,petrol,white
hyundai,i10 magna (o),150000,petrol,red
bmw,x5 xdrive30d xline,8300000,diesel,blue
volvo,s90 d4 inscription,6000000,diesel,blue
hyundai,xcent s 1.1 crdi (o),390000,diesel,white
hyundai,verna fluidic 1.6 vtvt sx,385000,petrol,grey
ford,endeavour titanium 3.2 4x4 at,3650000,diesel,black
hyundai,verna fluidic 1.6 vtvt sx,547000,petrol,silver
hyundai,creta sx 1.6 at petrol,1295000,petrol,black
hyundai,i10 sportz 1.2 kappa2,250000,petrol,grey
toyota,corolla altis vl at petrol,1670000,petrol,brown
maruti suzuki,vitara brezza zdi,890000,diesel,maroon
audi,a3 35 tdi premium plus + sunroof,2380000,diesel,white
maruti suzuki,baleno alpha automatic,775000,petrol,red
volkswagen,polo 1.5 tdi,500000,diesel,brown
mercedes-benz,c-class 250 cdi avantgarde,675000,diesel,black
volkswagen,polo highline1.2l (p),525000,petrol,orange
ford,ecosport titanium + 1.5l tdci [2019-2020],850000,diesel,white
renault,kwid 1.0 rxl [2017-2019],390000,petrol,red
hyundai,verna 1.6 crdi sx (o),965000,diesel,white
ssangyong,rexton rx7,975000,diesel,silver
bmw,x1 sdrive20d xline,3025000,diesel,blue
audi,a3 35 tdi premium plus,1390000,diesel,brown
maruti suzuki,dzire zxi ags,950000,petrol,bronze
audi,q7 45 tdi technology pack,5900000,diesel,blue
maruti suzuki,swift vxi,409999,petrol,grey
volkswagen,ameo trendline 1.5l (d),575000,diesel,white
honda,city zx diesel,1450000,diesel,white
mercedes-benz,e-class e200 cgi blue efficiency,1650000,petrol,silver
maruti suzuki,ciaz alpha hybrid 1.5 at [2018-2020],823000,petrol,green
tata,harrier xz,2095000,diesel,red
hyundai,grand i10 magna u2 1.2 crdi,335000,diesel,white
hyundai,grand i10 sports edition 1.2l kappa vtvt,649000,petrol,silver
honda,city 1.5 v mt,400000,petrol,white
bmw,3-series 330i m sport edition,5500000,petrol,black
toyota,fortuner 3.0 4x2 mt,1375000,diesel,white
hyundai,creta sx plus 1.6 at crdi,1190000,diesel,white
tata,harrier xt plus dark edition,1930000,diesel,black
toyota,innova 2.5 gx bs iv 7 str,990000,diesel,gold
hyundai,elite i20 asta 1.2 (o) [2016],725000,petrol,red
mercedes-benz,c-class c220d progressive,6100000,diesel,grey
maruti suzuki,ciaz vxi,575000,petrol,red
land rover,discovery sport hse luxury,3200000,diesel,blue
toyota,innova zx 2.4 at 7 str,2850000,diesel,white
maruti suzuki,ertiga zxi+,725000,petrol,grey
nissan,sunny xv diesel,380000,diesel,grey
honda,amaze 1.2 vx at i-vtec,434999,petrol,white
volkswagen,polo comfortline 1.2l (p),425000,petrol,silver
honda,amaze 1.2 e mt petrol [2018-2020],675000,petrol,white
hyundai,xcent s 1.2,399000,petrol,white
volkswagen,vento highline diesel at,685000,diesel,grey
volkswagen,vento highline plus 1.6 (p),940000,petrol,maroon
mercedes-benz,gls 450 4matic,13100000,petrol,white
audi,q5 2.0 tdi quattro technology pack,2690000,diesel,white
honda,city vx,1255000,petrol,white
hyundai,grand i10 magna 1.2 kappa vtvt [2013-2016],390000,petrol,orange
hyundai,verna fluidic 1.6 crdi sx opt,525000,diesel,white
audi,q2 premium 40 tfsi quattro,3450000,petrol,blue
mahindra,xuv500 w10,1090000,diesel,white
honda,city 1.5 s mt,275000,petrol,grey
toyota,etios 1.2 g,434999,petrol,silver
hyundai,tucson gl 2wd at diesel,2089999,diesel,white
maruti suzuki,swift dzire vdi,500000,diesel,silver
maruti suzuki,swift dzire vdi,400000,diesel,silver
hyundai,i10 era 1.1 irde2 [2010-2017],225000,petrol,white
mahindra,xuv300 1.5 w6 [2019-2020],965000,diesel,black
hyundai,creta e plus 1.4 crdi,825000,diesel,white
hyundai,santro gl plus,254999,petrol,silver
mahindra,bolero sle bs iv,525000,diesel,white
ford,ecosport trend 1.5 tdci,285000,diesel,silver
chevrolet,beat lt diesel,229999,diesel,silver
volvo,xc40 t4 r-design,4400000,petrol,white
maruti suzuki,alto vxi,200000,petrol,orange
maruti suzuki,vitara brezza zdi plus ags,1011000,diesel,silver
mercedes-benz,glc 220d 4matic progressive [2019-2021],6500000,diesel,silver
maruti suzuki,s-cross alpha 1.6,1063000,diesel,others
maruti suzuki,ertiga vxi at,675000,petrol,blue
mercedes-benz,e-class e 220 d avantgarde,7475000,diesel,black
mercedes-benz,glc 220d 4matic progressive,7000000,diesel,black
audi,q5 2.0 tdi quattro premium,2175000,diesel,white
honda,city vx cvt,690000,petrol,silver
audi,a3 35 tdi technology + sunroof,1525000,diesel,red
honda,accord 2.4 at,475000,petrol,gold
hyundai,verna sx plus 1.6 crdi at,1123000,diesel,silver
maruti suzuki,ertiga zxi at,990000,petrol,white
bmw,5-series 530d m sport [2013-2017],5250000,diesel,blue
honda,amaze 1.5 vx i-dtec,515000,diesel,brown
maruti suzuki,ciaz delta hybrid 1.5 at [2018-2020],850000,petrol,grey
maruti suzuki,vitara brezza vdi,865000,diesel,grey
maruti suzuki,swift dzire vdi,365000,diesel,white
mercedes-benz,gl-class 350 cdi,3390000,diesel,silver
